"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_004M"
"0500000US24027","Howard County, Maryland","107659","1329","65.5","1.3","17.8","1.3","N","N","12.8","0.8","N","N","N","N","N","N","4.2","0.7","62.7","1.2","1.8","0.6","36.8","1.1","43.9","1.1","17.5","0.8","82343","2030","49.4","2.2","50.6","2.2","81.1","2.4","14.5","2.1","4.4","1.4","25316","2067","55.8","5.3","47.1","5.2","8.7","2.7","44.2","5.3","37.3","5.3","6.9","2.4","20.2","(X)","21.2","(X)","14.8","(X)","108844","2972","117347","4941","82083","8170","74292","114756","11916","-","**","70753","35044","111992","42100","78824","19062","118968","4460","31818","24305","102711","7787","132976","8430","75423","5658","125162","4703","126044","7924","124360","5602","140042","5530","66040","6784","59951","32646","66108","3046","54681","6944","51714","7894","71042","24707","81268","15349","76997","12081","94930","34259","(X)","(X)","(X)","(X)","(X)","(X)","63643"
"0500000US24031","Montgomery County, Maryland","361116","2297","63.0","0.7","16.7","0.5","N","N","12.9","0.4","N","N","4.5","0.5","2.5","0.4","12.5","0.5","56.0","0.6","1.7","0.3","34.6","0.9","42.7","0.8","21.1","0.5","250105","4225","48.1","1.2","51.9","1.2","77.7","1.2","16.0","0.9","6.3","0.9","111011","4029","59.8","2.0","50.5","2.0","9.3","1.4","40.2","2.0","29.8","1.9","10.4","1.3","22.0","(X)","22.1","(X)","19.6","(X)","94965","2536","110496","2230","67616","7208","61009","100266","7252","-","**","55194","5707","89269","24536","63660","5674","117207","3504","41148","4870","87851","3897","117651","4956","73348","3444","113588","2860","111808","4034","115049","4350","133543","3285","57420","6200","70237","9128","61823","2118","56594","4333","50278","3318","98750","14367","72801","5196","62435","5104","102064","24772","(X)","(X)","(X)","(X)","(X)","(X)","11786"
"0500000US24033","Prince George's County, Maryland","303735","2853","20.9","0.6","67.6","0.7","N","N","3.3","0.3","N","N","5.9","0.6","1.9","0.4","10.5","0.5","17.1","0.5","3.3","0.4","36.1","0.8","43.2","0.8","17.4","0.5","196913","3962","44.8","1.4","55.2","1.4","57.5","1.4","32.4","1.4","10.0","0.9","106822","3747","55.7","1.8","48.0","1.7","7.7","1.0","44.3","1.8","34.8","1.9","9.5","1.3","34.9","(X)","37.2","(X)","26.6","(X)","69879","2118","72997","3156","70166","2606","63655","82911","5914","-","**","56214","2417","66729","9478","55782","2389","78665","4588","31774","10607","64261","2716","84922","3451","59017","2125","79969","2014","66584","3403","89449","2902","105100","3439","56212","2561","55532","5163","50787","1474","47584","2526","45808","1912","75062","14598","55422","4443","50597","2242","75938","6405","(X)","(X)","(X)","(X)","(X)","(X)","23719"
"0500000US24037","St. Mary's County, Maryland","39195","1166","81.8","2.0","14.7","1.6","N","N","N","N","N","N","N","N","N","N","N","N","79.8","2.1","3.4","1.7","38.6","2.7","40.0","2.5","18.0","1.3","29743","1838","N","N","N","N","N","N","N","N","N","N","9452","1338","50.4","7.1","38.3","7.1","12.1","5.2","49.6","7.1","39.4","6.8","10.1","5.1","24.5","(X)","25.2","(X)","22.1","(X)","86358","2573","91668","2578","65087","21127","N","95432","22746","-","**","172275","73258","60524","15212","89673","76007","91697","2535","73849","68192","87282","4013","103561","8918","64344","11955","94940","7251","87235","8619","102218","5661","105433","4565","48863","34005","62014","22056","60637","10477","58790","18558","38448","17235","88608","12468","61611","14250","51696","13379","81481","9261","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US24043","Washington County, Maryland","56459","1523","91.6","1.4","5.5","1.3","N","N","N","N","N","N","N","N","N","N","N","N","90.1","1.3","3.7","1.2","31.5","1.7","39.8","1.6","24.9","1.4","39079","1733","42.2","3.0","57.8","3.0","68.5","3.7","21.8","3.1","9.7","2.8","17380","1567","53.7","4.6","44.0","4.7","9.7","4.0","46.3","4.6","37.2","4.9","9.2","3.3","24.1","(X)","23.8","(X)","23.7","(X)","53167","3205","53122","3538","53672","14030","-","46265","16458","-","**","46626","26094","82953","41495","45894","35417","53284","3616","25185","6263","61209","8151","63251","5325","31020","3671","62035","2906","58131","10347","64165","4675","75601","5395","34088","6871","49878","6884","29539","4563","26436","2048","25251","1946","74891","55538","35489","5860","32979","12810","52145","19673","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US24045","Wicomico County, Maryland","36857","1494","70.9","1.9","23.2","2.1","N","N","N","N","N","N","N","N","N","N","N","N","69.1","2.0","5.6","2.0","32.0","3.1","37.9","2.8","24.6","1.9","25545","1606","N","N","N","N","N","N","N","N","N","N","11312","1327","55.0","6.0","46.7","7.0","8.3","4.0","45.0","6.0","35.0","6.0","10.0","3.8","30.7","(X)","30.1","(X)","28.6","(X)","51451","2470","57457","6628","34542","8460","N","54537","17085","-","**","N","N","26822","17823","32019","27971","57618","6528","24799","10227","62559","14865","59398","7646","35861","8142","60433","9807","54906","17153","61065","10647","74969","10412","30211","6732","41484","21085","29953","5090","29834","7194","26481","7015","59531","31049","29995","10186","31779","10197","23989","20727","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US24510","Baltimore city, Maryland","244397","3814","34.5","0.8","60.2","0.8","N","N","2.4","0.3","N","N","N","N","1.6","0.4","3.2","0.4","32.9","0.8","4.0","0.5","38.0","1.0","36.9","0.8","21.1","0.7","123565","3900","41.0","1.8","59.0","1.8","46.2","2.1","43.8","1.9","10.0","1.4","120832","3717","56.4","1.5","48.7","1.6","7.7","0.9","43.6","1.5","34.3","1.5","9.3","1.0","36.0","(X)","39.8","(X)","30.1","(X)","39241","1252","57386","3071","30511","1457","23565","51096","15068","-","**","39910","13336","42453","12616","44935","7656","58046","3238","21365","6404","46581","1858","42286","2918","24815","1900","47070","1955","36704","3794","55295","4182","74669","4505","30294","2310","41174","8735","28926","2693","24571","1747","21357","1563","65499","9310","34733","3299","28642","2976","61682","7549","(X)","(X)","(X)","(X)","(X)","(X)","13757"
"0500000US25001","Barnstable County, Massachusetts","89766","3222","94.7","0.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93.9","0.9","0.9","0.6","17.5","1.4","42.7","1.4","38.9","1.3","56740","2631","31.0","2.5","69.0","2.5","82.4","2.1","13.5","2.0","4.0","1.4","33026","2476","57.9","3.4","51.0","3.7","6.9","2.2","42.1","3.4","33.0","3.3","9.1","2.1","27.5","(X)","29.3","(X)","23.9","(X)","59453","3652","60808","3545","26500","11190","N","40851","19659","-","**","27787","25028","60526","40126","58944","39524","60812","3764","46904","42258","63224","7782","75767","7731","42249","2457","76334","5472","76985","9080","76180","5925","83875","3867","41873","4880","53289","13316","33933","3504","29840","3501","25859","3184","83356","20309","40160","4054","35821","5178","71407","24234","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US25003","Berkshire County, Massachusetts","55420","1545","95.8","0.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94.8","1.0","2.2","0.9","23.8","1.7","43.8","1.8","30.3","1.2","32770","1720","38.6","3.1","61.4","3.1","72.4","3.2","20.7","3.0","6.9","2.1","22650","1866","61.9","3.6","54.2","4.4","7.8","3.3","38.1","3.6","33.2","4.1","4.9","2.1","26.7","(X)","26.6","(X)","26.3","(X)","46509","2791","47460","2941","28842","6462","10536","N","N","-","**","N","N","N","N","48690","42798","47047","3022","25875","15607","56176","7698","53105","6288","35036","4307","64292","5347","59541","6186","67572","5329","77277","3388","31023","8715","40067","7523","27353","2081","26038","3207","23644","3617","43076","13001","30611","5602","26340","4431","72083","23509","(X)","(X)","(X)","(X)","(X)","(X)","7080"
"0500000US25005","Bristol County, Massachusetts","208983","3118","90.8","0.8","3.1","0.4","N","N","1.2","0.2","N","N","3.0","0.6","1.6","0.4","5.2","0.5","88.2","0.8","2.4","0.5","31.5","0.9","42.0","1.0","24.1","0.8","137073","3415","43.4","1.8","56.6","1.8","71.1","1.5","21.5","1.5","7.4","1.0","71910","2965","55.5","2.5","46.6","2.4","8.9","1.9","44.5","2.5","35.7","2.5","8.7","1.4","33.9","(X)","34.2","(X)","30.4","(X)","53689","1787","55602","2115","43557","13326","18849","64288","15946","-","**","26536","12878","45353","15268","25555","6473","56902","2257","34577","8925","59105","3372","68061","2495","30346","2077","69093","3405","71224","3561","67191","3713","84994","3203","31551","2790","46671","6425","28745","3001","22431","2635","18940","1718","63275","6857","36371","4133","30672","3157","61720","11421","(X)","(X)","(X)","(X)","(X)","(X)","14690"
"0500000US25009","Essex County, Massachusetts","283543","2919","84.0","0.6","3.6","0.4","N","N","2.8","0.3","N","N","8.3","0.6","1.2","0.2","13.8","0.6","79.7","0.7","1.8","0.4","30.5","0.7","44.0","0.9","23.8","0.6","188737","4504","43.7","1.3","56.3","1.3","72.3","1.6","21.2","1.3","6.5","0.9","94806","3826","56.5","1.7","49.7","1.9","6.7","1.1","43.5","1.7","32.1","2.0","11.4","1.6","32.0","(X)","33.3","(X)","27.4","(X)","67888","1919","72767","1738","37361","4510","23694","68211","12095","-","**","35104","5288","59443","22142","35768","3634","74739","2158","30984","8605","71243","3153","83072","2722","39642","2570","84307","2855","81520","5013","85535","3189","101591","1664","35309","4160","61270","5419","35905","2208","30781","2868","26865","2378","81017","16363","43404","3586","34652","4348","66512","19604","(X)","(X)","(X)","(X)","(X)","(X)","22845"
"0500000US25011","Franklin County, Massachusetts","29377","866","97.1","0.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","95.9","1.3","1.6","0.9","25.2","2.0","49.7","2.0","23.5","1.4","17600","979","39.9","4.0","60.1","4.0","74.3","3.5","15.2","2.8","10.5","2.8","11777","1052","53.9","5.1","44.5","5.4","9.4","3.2","46.1","5.1","29.4","4.8","16.6","4.4","23.6","(X)","24.3","(X)","22.1","(X)","55416","2764","55454","2793","N","N","2,500-","N","N","-","**","N","N","N","N","N","N","55733","2474","47661","47165","57683","7341","61094","5978","37949","6547","69444","6399","58307","11897","72100","5673","78089","5236","38961","3654","46641","30165","34484","3359","31190","4859","24414","3167","70115","30029","37287","7671","26855","10638","65802","7066","(X)","(X)","(X)","(X)","(X)","(X)","***"
"0500000US25013","Hampden County, Massachusetts","176328","2458","81.0","1.1","8.0","0.6","N","N","1.7","0.3","N","N","7.5","0.9","N","N","18.1","1.0","71.4","1.1","2.9","0.5","30.3","1.0","42.6","0.9","24.2","0.7","113708","3022","44.9","2.0","55.1","2.0","64.5","2.1","27.5","1.7","8.0","1.5","62620","3240","55.3","2.4","47.4","2.6","7.9","1.7","44.7","2.4","36.2","2.4","8.5","1.8","28.4","(X)","29.3","(X)","25.2","(X)","48865","2517","53836","2666","32088","4810","N","51804","17881","-","**","21120","6040","42782","21436","20692","2792","59140","2226","15603","2630","51656","2087","61921","2353","29503","2177","60491","1978","50565","3354","68050","4162","83305","2637","27298","3064","49105","9169","29546","2548","21782","1663","19479","1555","63473","11399","37314","3425","32402","3951","61543","12594","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US25015","Hampshire County, Massachusetts","57748","1556","92.3","1.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88.8","1.6","4.7","1.5","25.8","1.8","46.0","2.1","23.5","1.3","33684","1534","N","N","N","N","N","N","N","N","N","N","24064","1762","58.4","4.3","44.2","4.8","14.3","3.3","41.6","4.3","32.4","4.6","9.1","2.6","26.5","(X)","24.7","(X)","27.3","(X)","59065","4075","58465","4260","27409","27361","88276","83454","30522","-","**","-","**","98761","20433","25051","16397","59593","3899","19498","6447","65845","6729","69851","8254","43788","6399","78303","5494","83488","8541","72623","8131","88888","5638","35471","9945","34122","22858","35539","4801","32232","5771","26878","5184","63333","9860","38351","9209","33393","12027","59436","19341","(X)","(X)","(X)","(X)","(X)","(X)","49840"
"0500000US25017","Middlesex County, Massachusetts","582405","3987","84.2","0.5","4.1","0.3","N","N","8.2","0.3","N","N","2.0","0.3","1.4","0.2","5.2","0.3","81.1","0.6","2.2","0.2","34.9","0.6","40.9","0.5","22.0","0.4","374143","4711","44.9","1.0","55.1","1.0","79.0","1.0","15.8","0.8","5.2","0.6","208262","4813","55.3","1.3","43.8","1.4","11.5","1.1","44.7","1.3","32.2","1.4","12.4","1.3","28.6","(X)","28.4","(X)","28.1","(X)","82226","1559","85564","1736","47008","11883","48260","90456","8116","45241","15893","43926","13073","70462","29001","43528","6130","86849","1597","48467","7663","92610","2612","99341","3054","43981","1821","103333","2450","110666","3231","99531","2405","117513","2188","44072","4334","67208","5935","48585","2126","41353","2414","31207","2422","89480","5493","55754","5148","44677","4553","91298","5163","(X)","(X)","(X)","(X)","(X)","(X)","22962"
"0500000US25021","Norfolk County, Massachusetts","258307","2246","84.9","0.7","5.4","0.5","N","N","7.7","0.5","N","N","N","N","1.3","0.3","2.7","0.3","82.9","0.6","1.8","0.4","30.1","0.7","42.9","0.8","25.2","0.6","169128","3501","44.8","1.4","55.2","1.4","79.5","1.7","15.8","1.4","4.7","0.8","89179","3623","60.2","2.0","50.1","2.3","10.1","1.6","39.8","2.0","31.3","2.0","8.6","1.7","30.3","(X)","30.0","(X)","30.1","(X)","80248","2457","82378","3530","58187","9346","N","80531","9965","-","**","60846","52158","64709","22671","63132","11983","82757","3716","33602","13601","91924","4411","98452","4636","44583","3167","102969","3898","112120","4964","97759","3939","118040","3720","51371","4143","61065","14220","41854","3159","38036","2978","32653","4310","82151","18204","50279","3556","41465","5249","88367","13285","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US25023","Plymouth County, Massachusetts","181541","2826","88.1","1.0","7.3","0.6","N","N","1.2","0.3","N","N","N","N","N","N","2.1","0.4","87.1","1.0","1.3","0.4","26.8","1.1","46.1","1.0","25.7","0.8","131878","3285","43.8","1.7","56.2","1.7","74.9","1.8","17.7","1.4","7.4","1.1","49663","3024","55.4","2.7","48.2","2.8","7.2","2.0","44.6","2.7","33.7","2.6","10.8","1.9","30.2","(X)","31.1","(X)","26.0","(X)","73396","2460","76651","2373","49971","12653","95487","100759","63005","-","**","59336","17810","42904","34224","70747","11444","76760","2344","35129","12047","80822","4940","89108","4664","41750","4215","90220","2746","90699","3044","89690","5060","103246","4365","48873","7272","51391","12851","35551","2404","30562","2780","26840","2843","52344","14987","43212","5922","36027","3851","63893","8327","(X)","(X)","(X)","(X)","(X)","(X)","54100"
"0500000US25025","Suffolk County, Massachusetts","288791","3388","62.3","1.1","19.8","0.8","N","N","8.2","0.6","N","N","5.2","0.7","4.2","0.6","16.6","0.6","55.0","0.9","6.8","0.6","42.3","0.8","32.7","0.8","18.1","0.5","140809","4470","44.4","1.8","55.6","1.8","55.8","1.9","35.6","1.8","8.6","1.1","147982","4230","54.8","1.4","42.0","1.7","12.8","1.3","45.2","1.4","31.1","1.5","14.1","1.4","34.2","(X)","37.6","(X)","29.8","(X)","51049","1398","61914","2444","36458","2592","11393","34879","5902","-","**","33212","4351","50200","8777","33578","3915","68495","4273","20163","3729","60807","2715","59536","4517","25844","3322","58621","3145","48684","4143","69841","5682","87353","4161","31316","2306","51653","4002","41202","1942","36869","2124","30241","4248","83636","11056","47360","3850","36293","5682","77920","9963","(X)","(X)","(X)","(X)","(X)","(X)","6748"
"0500000US25027","Worcester County, Massachusetts","300308","3373","89.1","0.6","3.2","0.3","N","N","3.3","0.3","N","N","2.3","0.4","1.7","0.4","7.5","0.5","84.9","0.5","2.7","0.5","31.3","0.6","44.2","0.8","21.8","0.6","196645","4218","45.2","1.4","54.8","1.4","73.5","1.7","19.2","1.3","7.3","0.9","103663","3993","54.7","2.2","45.4","2.2","9.3","1.6","45.3","2.2","34.0","2.2","11.3","1.6","27.5","(X)","27.4","(X)","26.4","(X)","62505","1711","65228","1713","41614","10123","60561","98308","14438","42672","16793","34547","7793","30296","5031","31506","3433","67078","1488","32480","7153","72155","2871","75034","2377","36330","2467","79320","1936","81331","2855","77431","2869","95726","3259","33679","2286","55658","7045","35150","2058","27088","3139","22294","1737","67090","11192","43950","3770","35585","3709","77248","8149","(X)","(X)","(X)","(X)","(X)","(X)","36567"
"0500000US26005","Allegan County, Michigan","42930","1223","96.4","0.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93.1","1.1","3.4","1.2","30.2","1.8","42.9","1.6","23.5","1.4","31293","1454","40.5","2.5","59.5","2.5","80.7","3.2","14.6","2.5","4.7","1.6","11637","1132","47.3","5.4","40.4","5.0","6.9","2.8","52.7","5.4","43.2","5.9","9.5","3.2","33.7","(X)","33.1","(X)","33.5","(X)","50078","3515","50028","3514","60216","58039","70784","N","N","-","**","N","N","48125","26099","37727","21096","50807","2723","27686","7087","57136","5127","54668","4937","36798","2417","58455","2978","57024","6122","59421","3546","66188","3396","24231","7612","32096","12784","26569","3702","21522","4031","20128","3816","40306","16065","30462","4944","28694","3423","55758","17433","(X)","(X)","(X)","(X)","(X)","(X)","10510"
